200 1 10
0 51.609609228286736 1 396.82371641572433 2 158.0437956140716 3 484.9766527875697 4 650.9067202637244 5 234.02082272039405 6 83.80290080193187 7 148.1731591188196 8 894.0203908450909 9 572.8463658461101
0 691.2095373563506 1 839.3804892127157 2 425.4505049923345 3 549.9530690082994 4 299.7281658579794 5 150.76967860732663 6 695.4656400585599 7 727.7660460216525 8 832.6477588736184 9 47.78873966352484
0 980.380855891128 1 167.8512412246746 2 335.4406252345613 3 257.2686991386468 4 96.42452216501185 5 554.5770075132276 6 17.78393730421221 7 655.3550338491928 8 810.0174861936771 9 908.7408156766612
0 127.17322893550426 1 298.3121695792272 2 625.0703479191532 3 785.4676115411246 4 428.10538301115946 5 216.77353752044166 6 278.46798194509904 7 802.3508372586821 8 370.137423434858 9 586.0649413041064
0 408.255545509709 1 580.5037636242499 2 910.7378814332683 3 181.81641430994134 4 833.1654168453742 5 837.9159816271051 6 546.7391000616012 7 302.19529122109816 8 195.03271744835146 9 505.26915919553596
0 257.37188586451055 1 543.7430933501724 2 115.33468912154548 3 162.15571535365513 4 30.31765505041635 5 803.9793553087286 6 644.5594906775576 7 56.46575583569043 8 78.94866352981055 9 926.6474439551205
0 434.3605134383528 1 213.55981738484846 2 102.94401117743723 3 252.720338108048 4 992.4850650511 5 877.7289898694054 6 752.7661622117862 7 124.05943777294304 8 466.27920232226404 9 645.3590088728344
0 987.0623255231998 1 115.92413985835194 2 486.1656559450132 3 138.16102569627307 4 119.91539349268677 5 308.3677636792146 6 105.86737067063497 7 48.80953129587554 8 204.01060188224426 9 475.92300211158783
0 240.3069664278285 1 669.336444177095 2 872.2067655957737 3 445.879626691135 4 795.0500469477116 5 779.6707244912315 6 815.7055786175133 7 209.88810783373947 8 422.8811150230177 9 897.7838738664675
0 912.9971098927874 1 590.5841887440764 2 848.6007378091342 3 491.00437766462016 4 469.02680592160857 5 409.4230562418087 6 891.4155676623593 7 640.1978748453552 8 48.577079193300044 9 95.93618716823863
0 502.3562046011197 1 83.67495699662148 2 207.68509757732937 3 684.1791260999995 4 688.0019678415846 5 254.88463094213708 6 784.0296395979082 7 949.225988144608 8 751.4187584639925 9 209.1792972044781
0 481.61073915797544 1 177.18419572611936 2 26.62233186649857 3 802.1954703949121 4 189.71910375597176 5 763.3524995545582 6 235.0683645078236 7 582.685001816005 8 886.1462737766207 9 413.82632999878257
0 679.6404660597917 1 154.95231300425604 2 960.8215981591192 3 90.06549020321069 4 656.3576514907732 5 661.4062509374959 6 472.5793587482752 7 376.6838209059093 8 919.5560505320485 9 189.11853642496493
0 251.55641973944978 1 114.99343527351301 2 566.6119763315465 3 492.69595671495466 4 705.8005068459129 5 369.6426993533343 6 364.36907553790553 7 554.2197236291946 8 857.0291075495965 9 942.0237098356195
0 465.3077661664513 1 785.4832401150087 2 433.1211683731369 3 576.9933487812162 4 414.1525429992846 5 634.2675984838081 6 831.8458259299285 7 953.8510794192671 8 541.0513392800669 9 510.93505780139765
0 393.5372128660133 1 412.44776571130666 2 173.6806215253181 3 652.1914554815329 4 634.9095209568399 5 975.7612871890477 6 544.631019067427 7 557.4709601616248 8 150.97275409905407 9 17.268362378114368
